locus,map_chr,map_prop,map_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,onil_chr,onil_prop,onil_pos,dlab_chr,dlab_prop,dlab_pos,
Contig_50686,2,0.640,53.82,,,,,,,,,,,,,,,,,,,
Contig_44488,21,0.059,5.90,,,,19,0.146,3578869,,,,,,,,,,,,,
Soc567,18,0.086,7.31,8,0.190,3687830,17,0.932,25791795,20,0.943,12649598,1,0.953,21893674,,,,4,0.088,2415630,
Contig_43079,16,0.204,20.61,,,,,,,,,,,,,,,,,,,
Contig_38181,21,0.146,14.58,,,,,,,,,,,,,,,,,,,
Contig_1823,11,0.258,19.37,,,,,,,,,,,,,,,,,,,
Soc965,19,0.803,74.62,13,0.587,11798114,13,0.514,14016891,,,,12,0.074,932831,12,0.342,11863662,20,0.261,7414306,
Contig_24552,18,0.853,72.40,,,,17,0.739,20453332,,,,,,,,,,4,0.256,7058333,
Soc551,4,0.086,8.07,11,0.179,2982599,11,0.801,18650191,,,,,,,4,0.341,9772750,8,0.185,4272717,
Soc667,18,0.333,28.28,,,,,,,,,,,,,,,,4,0.845,23303068,
Soc970,21,0.182,18.16,,,,,,,,,,,,,,,,,,,
Contig_41456,24,0.752,63.00,,,,10,0.583,16295820,,,,,,,,,,6,0.253,7143663,
Contig_20392,7,0.446,35.99,21,0.631,7395061,24,0.582,11529324,,,,,,,9,0.502,10524411,18-21,0.499,8207455,
Contig_4227,6,0.260,23.74,,,,,,,,,,,,,,,,,,,
Contig_23887,13,0.032,2.67,,,,,,,,,,,,,,,,,,,
Contig_25807,10,0.951,85.42,,,,,,,,,,,,,,,,,,,
Contig_35477,18,0.140,11.88,,,,17,0.245,6790501,20,0.233,3130260,1,0.529,12154600,23,0.638,13253672,4,0.745,20548350,
Contig_38207,20,0.080,7.15,7,0.838,23411224,20,0.766,18200600,15,0.456,5257159,7,0.826,9655209,,,,14,0.706,20036704,
Contig_6756,23,0.725,53.70,,,,,,,,,,,,,17,0.723,22963814,,,,
Contig_29679,6,0.269,24.57,20,0.425,8395231,15,0.759,23358054,,,,,,,11,0.007,243554,16,0.507,13094828,
Contig_13690,15,0.589,49.63,,,,,,,,,,,,,,,,,,,
Contig_7693,6,0.079,7.23,,,,15,0.949,29217284,,,,,,,,,,16,0.741,19121119,
Contig_94035,14,0.567,48.94,,,,,,,,,,,,,,,,,,,
Contig_23235,22,0.050,4.09,,,,9,0.094,2162114,,,,,,,7,0.629,32129636,19,0.999,23173294,
Contig_26487,9,0.787,65.42,,,,,,,7,0.081,1165338,,,,,,,,,,
Contig_53163,13,0.614,50.61,,,,,,,,,,,,,,,,,,,
Contig_28122,16,0.124,12.57,15,0.183,2963392,19,0.374,9172161,2,0.761,8682705,10,0.310,4113818,19,0.743,20185943,12,0.380,8825515,
Contig_22201,3,0.188,17.38,,,,14,0.825,11609186,8,0.749,11008498,,,,16,0.792,27628970,14,0.090,2555031,
Contig_50090,12,0.216,22.22,,,,,,,,,,,,,,,,,,,
Mmi04,24,0.189,15.81,19,0.090,1822037,10,0.776,21679114,,,,,,,7,0.985,50296272,6,0.043,1208543,
Contig_4655,21,0.205,20.43,,,,17,0.101,2786737,,,,,,,,,,,,,
Contig_77943,12,0.263,27.00,2,0.875,20388609,2,0.355,10801163,,,,,,,,,,5,0.762,24835892,
Contig_18631,4,0.144,13.48,,,,,,,,,,,,,,,,,,,
Contig_16607,11,0.149,11.19,16,0.208,3773169,1,0.905,23272384,,,,,,,16,0.234,8154407,15,0.763,19506619,
Contig_56723,17,0.545,46.43,,,,7_1,0.529,12305803,16,0.576,5936860,,,,15,0.642,17130317,17,0.469,10737716,
Contig_46639,11,0.578,43.32,,,,,,,,,,,,,,,,18-21,0.490,8069072,
Soc792,7,0.063,5.05,,,,24,0.257,5091433,,,,,,,,,,,,,
Contig_74703,17,0.658,56.05,,,,,,,,,,,,,,,,,,,
Contig_17573,23,0.102,7.52,,,,,,,,,,,,,22,0.920,24303040,20,0.927,26326865,
Contig_7526,24,0.141,11.79,,,,,,,,,,,,,,,,,,,
Soc550,16,0.871,88.04,,,,19,0.837,20522280,,,,10,0.916,12159481,19,0.373,10136796,12,0.872,20262158,
Contig_68186,21,0.818,81.59,,,,6,0.894,24976162,,,,,,,,,,22-25,0.030,788888,
Contig_23162,12,0.446,45.74,2,0.256,5969226,2,0.224,6799032,13,0.683,11571050,5,0.723,9679231,1,0.151,4703718,5,0.633,20642863,
Contig_48827,11,0.049,3.66,,,,,,,,,,,,,1,0.930,29002084,,,,
Soc684,19,0.583,54.18,13,0.341,6841992,13,0.288,7846626,,,,,,,,,,20,0.377,10699886,
Contig_72280,1,0.264,24.78,,,,5,0.216,6255861,17,0.738,8257038,18,0.678,7507988,6,0.334,12270992,7,0.756,21534297,
Soc629,18,0.586,49.71,,,,,,,,,,,,,,,,,,,
Contig_61638,14,0.000,0,,,,,,,,,,,,,,,,,,,
Soc1109,13,0.703,57.87,3,0.469,7872264,4,0.611,15592995,,,,15,0.605,4428414,18,0.268,7018659,10,0.396,9525506,
Soc500,23,0.291,21.57,,,,,,,,,,,,,,,,,,,
Contig_14005,1,0.823,77.31,9,0.499,10108336,5,0.937,27140398,,,,,,,6,0.890,32682388,7,0.186,5294396,
Contig_54730,8,0.823,75.86,,,,,,,,,,,,,,,,,,,
Contig_1911,1,0.640,60.09,,,,5,0.733,21239692,,,,,,,,,,7,0.397,11305053,
Contig_17992,10,0.364,32.64,,,,7_2,0.338,4698965,,,,,,,,,,,,,
Contig_98312,17,0.063,5.40,18,0.220,3583947,7_1,0.902,20975775,16,0.046,469986,,,,15,0.369,9836570,17,0.040,905774,
Contig_51792,14,0.852,73.56,10,0.457,7155910,,,,,,,,,,22,0.465,12289371,9,0.624,13943418,
Contig_15756,5,0.830,67.18,,,,,,,,,,,,,,,,13,0.149,4126312,
Contig_20515,4,0.858,80.50,,,,,,,,,,,,,,,,,,,
Soc1128,11,0.351,26.29,16,0.083,1502532,1,0.305,7837072,1,0.993,23088516,2,0.985,21276555,16,0.656,22874938,15,0.039,994023,
Contig_103658,10,0.106,9.51,,,,,,,,,,,,,,,,,,,
Contig_11906,9,0.204,16.94,,,,16-22,0.702,18142862,,,,17,0.760,9228949,,,,,,,
Dla96,10,0.129,11.59,17,0.947,13835151,12,0.483,13444324,,,,11,0.911,10888655,5,0.233,8708985,1A,0.248,7215033,
Soc719,24,0.947,79.38,19,0.401,8111678,10,0.174,4858498,,,,,,,,,,6,0.675,19016433,
Contig_23047,1,0.319,29.96,9,0.327,6622153,,,,,,,,,,,,,7,0.788,22430528,
Contig_16628,5,0.100,8.12,,,,,,,,,,,,,,,,,,,
Contig_3575,22,0.506,41.16,14,0.448,6834424,9,0.435,10004417,6,0.895,8419166,4,0.174,1716226,7,0.378,19318450,19,0.639,14821868,
Contig_30660,19,0.975,90.60,,,,,,,,,,,,,,,,,,,
Soc564,2,0.946,79.53,,,,7_2,0.022,308754,,,,,,,,,,,,,
Soc675,15,0.016,1.35,,,,,,,,,,,,,,,,,,,
Contig_65882,24,0.365,30.58,,,,,,,,,,,,,,,,,,,
Contig_21169,22,0.019,1.57,14,0.935,14250296,9,0.973,22377921,,,,,,,7,0.154,7874343,19,0.089,2057792,
Contig_36020,9,0.779,64.72,,,,,,,,,,,,,,,,11,0.079,2068975,
Contig_28954,18,0.810,68.71,8,0.649,12562690,17,0.516,14287774,20,0.614,8240960,,,,,,,4,0.480,13231261,
Contig_38880,24,0.970,81.27,,,,,,,,,,,,,,,,,,,
Contig_60228,22,0.378,30.77,,,,,,,,,,,,,,,,,,,
Contig_29067,11,0.088,6.61,,,,,,,,,,,,,,,,,,,
Contig_56045,1,0.331,31.09,,,,5,0.261,7547517,,,,,,,,,,7,0.804,22885155,
Contig_26653,20,0.373,33.39,,,,20,0.145,3433358,15,0.386,4450673,,,,10,0.863,14748015,14,0.903,25645290,
Contig_68053,20,0.154,13.76,,,,20,0.786,18664706,,,,,,,,,,14,0.690,19583374,
Contig_1289,20,0.732,65.52,,,,,,,,,,,,,,,,,,,
Soc844,19,0.515,47.85,,,,,,,,,,,,,,,,20,0.414,11751636,
Soc1046,2,0.375,31.54,,,,7_2,0.816,11355822,,,,,,,,,,24,0.458,6378622,
Contig_10803,8,0.753,69.43,,,,,,,,,,,,,,,,,,,
Contig_56743,11,0.304,22.82,,,,,,,,,,,,,,,,,,,
Contig_54341,8,0.287,26.47,4,0.173,5653465,8,0.591,15326585,14,0.129,1585653,1,0.376,8635697,2,0.549,13751543,2,0.207,5428881,
Contig_38804,18,0.817,69.31,8,0.477,9236340,17,0.684,18940636,,,,,,,,,,4,0.311,8586231,
Contig_13682,13,0.937,77.14,,,,4,0.751,19189779,,,,,,,,,,10,0.245,5888246,
Contig_9368,19,0.220,20.39,,,,13,0.943,25690877,21,0.237,3525170,12,0.791,9980539,12,0.867,30081029,20,0.722,20511565,
Contig_6093,13,0.826,68.02,,,,,,,,,,,,,,,,,,,
Contig_25981,23,0.102,7.52,,,,,,,,,,,,,,,,,,,
Contig_22266,2,0.708,59.53,,,,7_2,0.294,4083239,,,,,,,,,,24,0.250,3482828,
Contig_36718,17,0.281,23.95,18,0.844,13742092,7_1,0.714,16612581,16,0.322,3321988,14,0.776,7951859,,,,17,0.277,6338378,
Soc922,3,0.791,72.93,,,,,,,,,,,,,,,,,,,
Soc820,20,0.923,82.69,7,0.578,16136921,20,0.456,10836360,,,,,,,10,0.321,5492714,14,0.401,11393006,
Soc940,7,0.054,4.35,,,,24,0.284,5628526,,,,,,,,,,,,,
Contig_5437,10,0.626,56.22,,,,12,0.789,21959604,,,,,,,,,,1A,0.540,15682952,
Soc998,22,0.920,74.87,,,,,,,,,,,,,,,,,,,
Contig_75800,10,0.520,46.70,,,,12,0.878,24438804,19,0.434,6154227,11,0.487,5820566,5,0.690,25797828,1A,0.598,17357277,
Contig_77361,23,0.973,72.04,,,,,,,,,,,,,,,,,,,
Soc1114,3,0.000,0,7,0.105,2937287,14,0.531,7477163,,,,,,,,,,3,0.919,12361807,
Contig_7661,9,0.603,50.16,,,,,,,,,,,,,,,,,,,
Contig_20845,23,0.042,3.13,,,,18,0.810,15551378,,,,,,,,,,,,,
Soc739,5,0.616,49.85,,,,,,,,,,,,,14,0.119,4067853,13,0.235,6478813,
Contig_36113,4,0.966,90.68,,,,,,,,,,3,0.944,14616063,,,,,,,
Contig_1806,12,0.426,43.69,,,,2,0.228,6919650,,,,,,,,,,5,0.637,20774766,
Soc630,20,0.359,32.17,,,,,,,15,0.353,4059816,,,,,,,,,,
Contig_18204,13,0.703,57.87,3,0.465,7818349,4,0.608,15525372,22,0.714,8283948,,,,18,0.271,7093312,,,,
Dla66,3,0.668,61.64,7,0.256,7156113,15,0.611,18818437,,,,,,,3,0.338,6540473,3,0.511,6874853,
Contig_29140,3,0.486,44.77,,,,14,0.637,8965266,,,,,,,,,,3,0.823,11068832,
Contig_14336,21,0.024,2.42,,,,,,,,,,,,,,,,,,,
Contig_2038,7,0.927,74.88,,,,24,0.964,19101557,,,,,,,,,,,,,
Contig_14206,7,0.703,56.81,,,,,,,,,,,,,,,,,,,
Contig_104646,13,0.374,30.78,3,0.835,14029114,4,0.390,9970415,,,,,,,18,0.530,13897148,10,0.631,15174434,
Dla84,16,0.323,32.67,15,0.197,3198662,19,0.361,8864261,2,0.776,8855385,10,0.298,3956449,19,0.633,17197337,12,0.369,8569904,
Contig_28305,9,0.603,50.16,6,0.477,8145200,16-22,0.286,7398570,,,,,,,13,0.559,18314450,11,0.356,9341164,
Contig_1310,24,0.970,81.27,19,0.424,8578342,10,0.201,5610331,9,0.688,9585245,13,0.639,8497255,3,0.785,15166089,6,0.648,18257244,
Contig_19367,8,0.101,9.32,,,,,,,,,,,,,,,,2,0.014,379385,
Contig_29858,17,0.733,62.47,18,0.583,9487909,7_1,0.359,8349346,16,0.859,8860881,14,0.421,4309559,15,0.007,193022,17,0.671,15372769,
Contig_14114,11,0.141,10.54,16,0.214,3869831,,,,,,,,,,,,,,,,
Contig_13122,22,0.920,74.87,,,,,,,,,,,,,,,,19,0.398,9224705,
Contig_326,18,0.760,64.54,8,0.492,9524609,17,0.664,18382780,20,0.758,10165583,1,0.843,19377715,,,,4,0.329,9067509,
Contig_50330,22,0.074,6.03,,,,,,,,,,,,,,,,19,0.834,19361208,
Contig_4481,8,0.045,4.15,,,,,,,,,,,,,,,,,,,
Contig_54995,19,0.121,11.20,,,,,,,,,,10,0.376,4986720,,,,,,,
Contig_47534,16,0.148,14.93,,,,,,,,,,,,,,,,,,,
Soc662,16,0.316,31.96,,,,,,,,,,,,,,,,,,,
Soc887,19,0.876,81.34,13,0.692,13901306,13,0.606,16506269,21,0.075,1111941,,,,12,0.256,8892003,20,0.056,1583817,
Contig_1117,23,1.000,74.04,,,,,,,,,,,,,,,,,,,
Soc800,8,0.391,36.06,,,,,,,,,,,,,,,,,,,
Contig_20195,15,0.336,28.26,5,0.218,2671989,23,0.322,5859029,,,,2,0.018,396974,8,0.985,29000771,1B,0.704,12673145,
Soc975,17,0.900,76.65,18,0.780,12694540,7_1,0.097,2251594,,,,,,,15,0.202,5399975,,,,
Soc781,22,1.000,81.37,,,,9,0.832,19135009,6,0.622,5854125,4,0.444,4379815,,,,19,0.246,5711566,
Contig_27606,8,0.884,81.47,,,,,,,,,,,,,,,,20,0.110,3115724,
Contig_518,20,0.824,73.78,,,,,,,,,,,,,,,,14,0.160,4555215,
Contig_12403,5,0.097,7.84,,,,,,,,,,,,,,,,,,,
Contig_56923,13,0.009,0.76,,,,4,0.078,1989275,,,,,,,,,,10,0.982,23618856,
Contig_8642,19,0.545,50.65,,,,,,,,,,,,,,,,,,,
Soc431,18,0.703,59.70,,,,,,,20,0.689,9235134,,,,,,,4,0.410,11306433,
Contig_51707,12,0.926,95.09,,,,,,,,,,,,,,,,,,,
Contig_26584,16,0.759,76.73,,,,19,0.710,17407455,,,,,,,,,,12,0.735,17075812,
Contig_11567,6,0.018,1.61,,,,,,,,,,,,,,,,,,,
Contig_13958,4,0.719,67.46,,,,,,,,,,,,,4,0.283,8128599,8,0.028,638145,
Contig_47989,10,0.840,75.40,,,,12,0.110,3058749,,,,,,,,,,,,,
Contig_64741,6,0.786,71.77,,,,,,,,,,,,,,,,,,,
Contig_33841,12,0.259,26.61,,,,2,0.503,15279712,13,0.452,7655381,5,0.965,12916554,5,0.173,6460276,5,0.854,27841882,
Contig_30468,12,0.955,98.08,2,0.358,8346811,2,0.128,3904939,13,0.796,13490949,5,0.584,7813463,1,0.264,8239472,5,0.542,17686104,
Contig_11497,4,0.326,30.59,,,,,,,,,,,,,4,0.595,17074519,,,,
Contig_18995,19,0.426,39.55,13,0.309,6203418,13,0.258,7041066,21,0.490,7305191,12,0.665,8400213,12,0.579,20095558,20,0.405,11504892,
Contig_81717,22,0.689,56.10,,,,9,0.683,15694261,,,,,,,,,,19,0.386,8961680,
Contig_64216,5,0.382,30.89,,,,,,,,,,,,,,,,,,,
Contig_8728,4,0.960,90.06,,,,11,0.091,2112784,,,,,,,,,,8,0.754,17387642,
Soc991,1,0.139,13.04,,,,5,0.556,16102282,,,,18,0.371,4109817,6,0.456,16739567,7,0.576,16409002,
Contig_56,3,0.295,27.18,,,,,,,,,,,,,,,,,,,
Contig_56840,13,0.146,12.05,3,0.864,14506565,4,0.126,3213887,22,0.987,11460800,15,0.143,1050133,18,0.915,23978135,10,0.924,22225345,
Contig_45339,1,0.491,46.07,,,,,,,,,,,,,,,,,,,
Contig_14963,19,0.199,18.52,,,,,,,,,,,,,,,,,,,
Contig_48834,13,0.191,15.73,3,0.663,11141585,,,,22,0.152,1765135,,,,,,,10,0.797,19162746,
Soc1025,19,0.345,32.01,13,0.087,1743653,13,0.153,4160519,,,,,,,12,0.681,23625416,20,0.507,14402999,
Contig_3250,13,0.327,26.92,3,0.648,10879912,4,0.225,5750790,,,,,,,,,,10,0.814,19587793,
Contig_33082,16,0.686,69.36,,,,,,,,,,,,,,,,14,0.971,27560764,
Contig_66941,9,0.787,65.42,,,,16-22,0.022,573035,,,,,,,13,0.337,11037913,11,0.077,2027669,
Contig_1918,11,0.632,47.37,16,0.545,9877347,1,0.694,17829460,1,0.649,15087572,2,0.625,13489422,16,0.449,15664687,15,0.525,13431816,
Contig_4396,5,0.722,58.45,,,,,,,,,,,,,,,,,,,
Contig_3822,22,0.098,8.00,14,0.814,12410788,9,0.229,5257229,,,,,,,,,,19,0.858,19903684,
Soc639,8,0.643,59.25,,,,8,0.234,6070212,14,0.627,7724169,1,0.161,3697511,2,0.975,24431977,2,0.528,13839763,
Contig_71422,8,0.198,18.23,,,,,,,,,,,,,,,,,,,
Contig_1401,22,0.824,67.04,,,,18,0.275,5277784,,,,,,,,,,,,,
Soc1063,1,0.260,24.45,9,0.411,8329602,5,0.430,12445449,17,0.815,9119248,18,0.604,6688591,6,0.379,13904075,7,0.708,20165535,
Soc916,20,0.682,61.06,,,,,,,,,,,,,,,,14,0.258,7322850,
Contig_15850,11,0.515,38.64,16,0.717,12983281,1,0.530,13617779,1,0.757,17614101,2,0.741,16004804,16,0.577,20121763,15,0.368,9411359,
Contig_4454,12,0.752,77.15,2,0.505,11752680,2,0.952,28928878,13,0.960,16266233,5,0.387,5177361,1,0.429,13386966,5,0.402,13108077,
Soc541,24,0.104,8.69,,,,10,0.886,24752986,,,,,,,7,0.075,3826267,6,0.893,25161188,
Contig_50588,9,0.798,66.37,,,,,,,,,,,,,13,0.347,11376022,11,0.117,3057541,
Contig_74800,8,0.107,9.83,,,,,,,,,,,,,,,,,,,
Soc247,12,0.426,43.69,,,,,,,,,,,,,,,,,,,
Contig_72103,4,0.937,87.95,,,,11,0.086,2006707,,,,,,,,,,8,0.749,17276773,
Contig_30269,16,0.446,45.09,,,,,,,,,,,,,,,,,,,
Contig_13809,14,0.075,6.46,,,,,,,,,,,,,,,,,,,
Contig_14654,2,0.950,79.88,,,,,,,,,,,,,,,,,,,
Contig_3199,17,0.977,83.22,18,0.760,12376669,7_1,0.069,1602982,16,0.128,1314913,14,0.947,9706464,15,0.240,6402157,17,0.960,21985720,
Soc1133,14,0.914,78.91,10,0.222,3471097,3,0.691,16230487,12,0.799,8520512,,,,22,0.116,3063833,9,0.831,18586087,
Contig_13445,22,0.019,1.57,,,,,,,,,,,,,,,,,,,
Contig_12523,20,0.007,0.62,,,,,,,,,,,,,,,,,,,
Contig_66704,9,0.088,7.31,,,,,,,,,,,,,,,,,,,
Contig_14776,18,0.611,51.87,,,,,,,,,,,,,,,,,,,
Contig_33881,15,0.517,43.52,13,0.577,11593895,,,,,,,,,,,,,,,,
Contig_106863,24,0.913,76.50,19,0.467,9459654,10,0.058,1626840,,,,,,,,,,,,,
Soc422,17,0.048,4.07,,,,,,,,,,,,,,,,,,,
Contig_33248,6,0.186,17.00,20,0.282,5573303,15,0.876,26960262,7,0.557,7961627,8,0.343,3602312,11,0.388,12990452,16,0.652,16824702,
Contig_15747,14,0.132,11.36,,,,3,0.809,19018459,,,,,,,,,,,,,
Contig_9869,19,0.803,74.62,13,0.576,11564462,13,0.504,13737621,21,0.992,14782089,,,,12,0.352,12197952,20,0.251,7119201,
Soc429,12,0.575,59.02,2,0.729,16973742,2,0.736,22361720,13,0.344,5828316,5,0.084,1126844,,,,5,0.194,6315128,
Contig_5362,9,0.457,38.00,,,,,,,,,,,,,,,,11,0.465,12190044,
Contig_3720,13,0.837,68.93,3,0.546,9169351,4,0.679,17337037,,,,,,,,,,10,0.323,7757660,
Contig_30294,20,0.140,12.51,7,0.778,21736497,20,0.597,14176548,15,0.928,10692842,7,0.387,4522089,10,0.634,10840993,14,0.523,14839673,
Contig_23156,6,0.034,3.11,,,,,,,,,,,,,,,,,,,
Contig_22623,20,0.392,35.07,,,,,,,,,,,,,,,,,,,
Contig_10356,23,0.939,69.53,,,,18,0.624,11982885,,,,,,,17,0.473,15031349,x,0.897,15952581,
Contig_26441,14,0.102,8.77,,,,3,0.862,20247792,13,0.821,13920797,5,0.554,7417915,,,,,,,
Contig_10322,14,0.559,48.24,,,,3,0.277,6504888,,,,,,,,,,9,0.384,8593185,
Contig_10686,4,0.937,87.95,,,,11,0.138,3209193,,,,,,,4,0.794,22772643,8,0.606,13986739,
Contig_37123,5,0.128,10.33,,,,21,0.631,18108091,,,,,,,14,0.736,25166472,13,0.836,23086971,
Contig_14830,10,0.944,84.79,,,,,,,,,,,,,,,,,,,
Contig_47600,20,0.591,52.97,,,,20,0.442,10487262,,,,,,,10,0.342,5841156,14,0.388,11029707,
Contig_19762,6,0.034,3.11,,,,,,,,,,,,,,,,,,,
Contig_5976,14,0.889,76.77,10,0.332,5198941,3,0.534,12554121,,,,,,,22,0.429,11318257,9,0.661,14777209,
Contig_5599,6,0.131,11.97,20,0.236,4657831,15,0.913,28106117,,,,8,0.274,2878763,11,0.433,14494191,16,0.698,18019908,
Contig_28910,9,0.883,73.39,,,,8,0.064,1660393,,,,,,,,,,9,0.480,10724024,
Contig_29931,8,0.967,89.17,,,,,,,,,,,,,,,,,,,
Contig_62904,18,0.789,66.99,8,0.446,8643329,17,0.712,19709701,,,,1,0.867,19919029,17,0.985,31267454,4,0.284,7843552,
Contig_76127,23,0.656,48.55,,,,18,0.474,9093182,,,,,,,17,0.595,18884848,x,0.753,13393702,
Contig_26963,23,0.578,42.76,,,,,,,,,,,,,,,,,,,
Contig_56294,5,0.744,60.21,1,0.667,18797736,21,0.936,26835268,,,,,,,14,0.041,1417011,13,0.129,3572314,
Contig_41436,7,0.393,31.76,,,,,,,,,,,,,,,,,,,
Contig_85441,17,0.478,40.76,,,,7_1,0.664,15452102,,,,,,,15,0.817,21804290,17,0.328,7501201,
Contig_80823,5,0.224,18.15,,,,21,0.343,9849376,,,,,,,,,,,,,
Contig_13947,4,0.937,87.95,,,,,,,,,,,,,,,,,,,
Soc1012,23,0.141,10.46,,,,18,0.915,17557694,,,,,,,,,,x,0.095,1692497,
Contig_7672,3,0.823,75.89,7,0.181,5066401,14,0.733,10311535,,,,,,,3,0.540,10430608,3,0.700,9412295,
Contig_39174,3,0.295,27.18,,,,,,,,,,,,,,,,,,,
Contig_19553,20,0.289,25.89,,,,20,0.738,17539340,,,,,,,,,,14,0.730,20721512,
Soc753,20,0.132,11.80,,,,,,,,,,,,,,,,,,,
Soc1029,3,0.968,89.26,,,,,,,,,,,,,,,,,,,
Contig_43667,4,0.705,66.15,,,,,,,,,,,,,,,,,,,
Contig_58982,18,0.684,58.04,8,0.619,11995210,17,0.540,14934854,,,,,,,,,,4,0.456,12582370,
Contig_59648,18,0.000,0,,,,17,0.798,22094712,,,,,,,,,,4,0.197,5425815,
Contig_82985,8,0.376,34.66,,,,,,,,,,,,,,,,,,,
Contig_105112,22,0.124,10.11,,,,,,,,,,,,,,,,19,0.842,19543950,
Contig_7594,12,0.968,99.34,,,,,,,,,,,,,,,,,,,
Contig_615,18,0.511,43.36,,,,17,0.388,10747087,,,,,,,23,0.889,18475081,4,0.609,16803778,
Contig_14434,20,0.332,29.75,,,,20,0.687,16322167,,,,,,,,,,14,0.778,22088689,
Contig_4129,16,0.864,87.42,,,,19,0.805,19740896,,,,,,,,,,12,0.841,19536235,
Contig_10041,13,0.630,51.86,3,0.405,6799232,4,0.557,14215454,22,0.638,7411746,15,0.714,5227171,18,0.345,9040785,10,0.454,10923543,
Contig_6398,12,0.875,89.87,,,,,,,,,,,,,,,,5,0.555,18107752,
Contig_11876,1,0.901,84.60,,,,,,,,,,,,,,,,,,,
Contig_21958,9,0.787,65.42,6,0.096,1636781,16-22,0.025,659117,4,0.043,591887,,,,13,0.333,10919860,11,0.082,2137544,
Contig_40155,19,0.707,65.63,,,,,,,21,0.614,9148968,12,0.534,6744283,,,,,,,
Contig_2440,5,0.898,72.71,,,,21,0.739,21178330,,,,,,,14,0.940,32143282,13,0.950,26251501,
Contig_46783,22,0.539,43.82,,,,9,0.420,9659931,,,,,,,,,,,,,
Contig_30416,19,0.186,17.27,,,,,,,,,,,,,,,,,,,
Soc696,5,0.450,36.39,,,,21,0.200,5748476,,,,,,,,,,13,0.387,10687164,
Soc725,1,0.071,6.70,,,,,,,,,,,,,,,,,,,
Contig_30988,9,0.603,50.16,6,0.376,6416508,16-22,0.203,5250306,4,0.922,12745200,17,0.283,3438374,13,0.483,15836250,11,0.270,7074876,
Contig_28647,16,0.124,12.57,,,,,,,,,,,,,,,,,,,
Contig_1745,11,0.402,30.11,,,,1,0.980,25177532,1,0.969,22536852,2,0.963,20787343,,,,15,0.091,2335552,
Contig_23061,12,0.882,90.58,,,,2,0.144,4378330,,,,,,,1,0.244,7609304,,,,
Contig_2014,17,0.772,65.74,18,0.438,7134421,,,,16,0.824,8492818,14,0.451,4620622,15,0.090,2409640,,,,
Contig_6405,22,0.290,23.59,14,0.356,5423833,9,0.514,11814016,6,0.773,7274544,,,,7,0.538,27473592,19,0.559,12972483,
Contig_4766,8,0.899,82.86,,,,8,0.733,19007205,,,,,,,2,0.360,9028520,2,0.996,26101246,
Soc644,21,0.821,81.91,,,,,,,,,,,,,,,,,,,
Soc401,8,0.928,85.61,,,,,,,,,,,,,,,,,,,
Soc572,5,0.128,10.33,,,,,,,,,,,,,,,,,,,
Contig_25425,13,0.766,63.09,,,,,,,22,0.766,8897242,15,0.535,3914888,,,,,,,
Contig_33574,22,0.506,41.16,,,,,,,,,,,,,,,,,,,
Contig_65760,6,0.034,3.11,,,,,,,,,,,,,,,,,,,
Contig_23132,3,0.875,80.71,,,,14,0.156,2197928,,,,,,,,,,3,0.173,2327857,
Contig_18794,9,0.244,20.28,,,,,,,,,,,,,,,,11,0.610,15988813,
Contig_40856,19,0.138,12.86,,,,,,,,,,,,,,,,5,0.120,3908315,
Contig_31777,24,0.879,73.65,,,,10,0.043,1195749,,,,,,,,,,6,0.793,22337707,
Contig_51690,17,0.808,68.83,18,0.475,7727744,7_1,0.315,7336559,,,,,,,15,0.053,1421403,17,0.626,14330370,
Contig_3899,5,0.106,8.60,,,,21,0.577,16550457,,,,,,,14,0.662,22625673,,,,
Contig_17279,2,0.859,72.23,1,0.768,21633996,7_2,0.308,4285491,8,0.422,6193893,,,,,,,24,0.266,3697197,
Soc1056,4,0.196,18.36,,,,,,,,,,,,,,,,,,,
Contig_29953,1,0.830,77.94,,,,5,0.946,27400828,17,0.293,3280513,18,0.116,1282913,6,0.900,33041535,7,0.176,5013591,
Contig_42094,18,0.179,15.17,,,,,,,,,,,,,,,,,,,
Soc538,12,0.470,48.29,,,,,,,,,,,,,,,,,,,
Contig_6334,17,0.146,12.45,,,,7_1,0.755,17569834,,,,,,,,,,17,0.232,5306012,
Contig_3237,19,0.000,0,,,,,,,,,,,,,,,,20,0.892,25335430,
Contig_66714,23,0.141,10.46,,,,,,,,,,,,,,,,x,0.148,2623290,
Contig_62881,7,0.610,49.26,,,,17,0.832,23031862,,,,,,,,,,,,,
Contig_5080,20,0.618,55.36,7,0.553,15450773,20,0.392,9322513,15,0.644,7420257,7,0.662,7737967,10,0.419,7162379,14,0.345,9791653,
Contig_7077,14,0.267,23.06,,,,,,,,,,,,,,,,,,,
Contig_19316,24,0.301,25.20,,,,,,,,,,,,,,,,,,,
Contig_6353,8,0.680,62.68,,,,,,,,,,,,,,,,,,,
Contig_18431,7,0.852,68.80,,,,,,,,,,,,,,,,18-21,0.926,15228997,
Contig_51819,23,0.089,6.62,,,,,,,,,,,,,,,,x,0.083,1473087,
Soc407,1,0.823,77.31,,,,,,,,,,,,,,,,,,,
Contig_15130,3,0.798,73.55,7,0.315,8790048,14,0.340,4786222,,,,,,,3,0.210,4063334,3,0.358,4812152,
